TransactionNativeID,Traveler Name,Department,Itinerary number,Transaction date,Booking Date,Transaction type,Domestic / International,Travel start date,Travel end date,Transaction amount,Booking Reference/PNR,Ticket number,Reason code,Booking method,Airline/Vendor,Traveler Group,Card Number,Flight,Origin city,Destination city,Class of service,Cabin type,Reason for travel,UserDefinedColumn1,UserDefinedColumn2,UserDefinedColumn3,UserDefinedColumn4,UserDefinedColumn5
1407,Employee Name76,,5397690014,6/6/2018,5/14/2018,Original,Intercontinental,6/6/2018,6/6/2018,1818.211041,U2K4I5,5397690014,,,AMERICAN AIRLINES,,,,BOSTON,LOS ANGELES,J,,,,,,,
1408,Employee Name76,,5397483623,4/16/2018,4/13/2018,Original,Intercontinental,4/16/2018,4/19/2018,2779.505059,LYAMUT,5397483623,,,TURKISH AIRLINES,,,,ISTANBUL,RIYADH,C,,,,,,,
1409,Employee Name34,,5358073587,8/2/2018,9/14/2018,Original,Continental,8/2/2018,8/3/2018,630.7924615,,5358073587,,,LOT-POLISH AIRLINES,,,,BUDAPEST,WARSAW,Z,,,,,,,
1410,Employee Name93,,2625395209,9/16/2018,8/7/2018,Original,Intercontinental,9/16/2018,9/20/2018,332.27,V6VG40,2625395209,,,MIDDLE EAST AIRLINES,,,,BEIRUT,ISTANBUL,K,,,,,,,
1411,Employee Name63,,2179315513,2/20/2018,2/20/2018,Refund,Domestic,2/20/2018,2/20/2018,-3.96410685,7FEHYK,2179315513,,,PEGASUS AIRLINES,,,,ANKARA,ISTANBUL,U,,,,,,,
1412,Employee Name3,,5637563935,1/30/2018,1/5/2018,Exchange,Continental,1/30/2018,2/1/2018,74.52777103,OXNTMR,5637563935,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,ZURICH,T,,,,,,,
1413,Employee Name125,,2526855253,9/16/2018,8/7/2018,Original,Intercontinental,9/16/2018,9/20/2018,1010.050916,OUTZLJ,2526855253,,,TURKISH AIRLINES,,,,ALGIERS,ISTANBUL,M,,,,,,,
1414,Employee Name112,,2739809759,8/23/2018,8/7/2018,Original,Domestic,8/23/2018,8/23/2018,195.727972,HV7H0E,2739809759,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,ZHENGZHOU,Y,,,,,,,
1415,Employee Name130,,5745949669,6/4/2018,4/20/2018,Original,Domestic,6/4/2018,6/5/2018,311.3092399,URAPYP,5745949669,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,DUSSELDORF,S,,,,,,,
1416,Employee Name76,,5397552012,5/15/2018,4/24/2018,Refund,Continental,5/15/2018,5/18/2018,-1317.348086,L5NMIS,5397552012,,,TURKISH AIRLINES,,,,ISTANBUL,LONDON,Z,,,,,,,
1417,Employee Name48,,5397615133,5/22/2018,5/3/2018,Refund,Intercontinental,5/22/2018,5/24/2018,-2622.208997,SYOFFV,5397615133,,,TURKISH AIRLINES,,,,ISTANBUL,JOHANNESBURG,D,,,,,,,
1418,Employee Name34,,5358073589,8/2/2018,7/31/2018,Original,Continental,8/2/2018,8/3/2018,629.2652525,UPGPXC,5358073589,,,LOT-POLISH AIRLINES,,,,BUDAPEST,WARSAW,Z,,,,,,,
1419,Employee Name18,,7139711506,4/30/2018,4/25/2018,Original,Intercontinental,4/30/2018,6/22/2018,4500.11,HWSUHU,7139711506,,,VIRGIN ATLANTIC,,,,LOS ANGELES,LONDON,Z,,,,,,,
1420,Employee Name93,,5979383012,1/5/2018,1/5/2018,Original,Intercontinental,1/5/2018,1/5/2018,1309.63,VTFRQS,5979383012,,,DELTA AIR LINES,,,,DETROIT,LOS ANGELES,F,,,,,,,
1421,Employee Name106,,2762870278,8/11/2018,8/11/2018,Original,Continental,8/11/2018,8/11/2018,238.6712733,HVCEFG,2762870278,,,CHINA EASTERN AIRLINES,,,,HONG KONG,SHANGHAI,L,,,,,,,
1422,Employee Name8,,7137129115,5/17/2018,4/17/2018,Original,Intercontinental,5/17/2018,5/17/2018,201.5,UWAVDP,7137129115,,,BRITISH AIRWAYS,,,,HAMBURG,LONDON,L,,,,,,,
1423,Employee Name39,,7238678492,1/31/2019,1/11/2019,Original,Intercontinental,1/31/2019,2/18/2019,8882.33,AYOHLT,7238678492,,,SWISS,,,,LOS ANGELES,ZURICH,J,,,,,,,
1424,Employee Name8,,7141764996,6/11/2018,5/2/2018,Original,Intercontinental,6/11/2018,6/15/2018,495.4,XTTQPD,7141764996,,,SWISS,,,,PARIS,ZURICH,H,,,,,,,
1425,Employee Name8,,7140513084,6/9/2018,4/27/2018,Original,Intercontinental,6/9/2018,6/10/2018,6658.4,DVFEFP,7140513084,,,AIR FRANCE,,,,LOS ANGELES,PARIS,C,,,,,,,
1426,Employee Name95,,5193710330,3/20/2018,3/8/2018,Original,Domestic,3/20/2018,3/21/2018,381.7097841,RNBIOX,5193710330,,,AIR CANADA,,,,TORONTO,MONTREAL,G,,,,,,,
1427,Employee Name106,,2899190872,9/18/2018,9/21/2018,Refund,Domestic,9/18/2018,9/18/2018,-159.3161772,HQKHT8,2899190872,,,CHINA EASTERN AIRLINES,,,,BEIJING,SHANGHAI,Y,,,,,,,
1428,Employee Name9,,5988522058,1/18/2018,1/17/2018,Original,Continental,1/18/2018,1/19/2018,281.2246491,SFYXTL,5988522058,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,W,,,,,,,
1429,Employee Name142,,5367369433,6/6/2018,5/30/2018,Original,Continental,6/6/2018,6/8/2018,479.565346,SVT34A,5367369433,,,KOREAN AIR,,,,SEOUL,TAIPEI,B,,,,,,,
1430,Employee Name68,,7143963885,5/21/2018,5/8/2018,Original,Continental,5/21/2018,5/24/2018,621.87,IPZUNM,7143963885,,,ALASKA AIRLINES,,,,SEATTLE,LOS ANGELES,L,,,,,,,
1431,Employee Name112,,5388181414,4/26/2018,4/10/2018,Original,Domestic,4/26/2018,4/26/2018,176.226756,KSLBR3,5388181414,,,AIR CHINA,,,,SHANGHAI,DALIAN,Y,,,,,,,
1432,Employee Name128,,2648906523,7/6/2018,6/28/2018,Original,Continental,7/6/2018,7/8/2018,135.2456042,DVCSUS,2648906523,,,SINGAPORE AIRLINES,,,,SINGAPORE,KUALA LUMPUR,N,,,,,,,
1433,Employee Name9,,2959106332,11/13/2018,11/9/2018,Original,Continental,11/13/2018,11/14/2018,224.233213,UH4KZ9,2959106332,,,LOT-POLISH AIRLINES,,,,VILNIUS,TALLINN,Q,,,,,,,
1434,Employee Name153,,2671411254,11/21/2018,10/15/2018,Original,Continental,11/21/2018,11/22/2018,288.9010005,PKCAOC,2671411254,,,SWISS,,,,ZURICH,VIENNA,W,,,,,,,
1435,Employee Name104,,2777456927,12/7/2018,12/2/2018,Refund,Continental,12/7/2018,12/7/2018,-22.38980831,L9QQAL,2777456927,,,SAUDI ARABIAN AIRLINES,,,,DUBAI,RIYADH,C,,,,,,,
1436,Employee Name153,,5952010691,4/19/2018,4/4/2018,Original,Continental,4/19/2018,4/19/2018,305.8611372,LBLGDP,5952010691,,,AUSTRIAN AIRLINES,,,,ZURICH,VIENNA,W,,,,,,,
1437,Employee Name148,,1.31596E+12,3/19/2018,2/14/2018,Refund,Continental,3/19/2018,3/23/2018,-1636.017462,L21RGY,1.31596E+12,,,JAPAN AIRLINES,,,,TOKYO,HONG KONG,C,,,,,,,
1438,Employee Name150,,1337692556,9/28/2018,9/25/2018,Original,Domestic,9/28/2018,9/28/2018,219.9204253,,1337692556,,,TAP AIR PORTUGAL,,,,LISBON,PORTO,Y,,,,,,,
1439,Employee Name70,,2955533021,1/14/2019,10/22/2018,Original,Intercontinental,1/14/2019,1/19/2019,7311.562612,QPGIQB,2955533021,,,AIR FRANCE,,,,PARIS,LOS ANGELES,I,,,,,,,
1440,Employee Name137,,5637564196,7/2/2018,5/23/2018,Original,Continental,7/2/2018,7/3/2018,650.9001477,AFLQCE,5637564196,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,VILNIUS,E,,,,,,,
1441,Employee Name104,,2777053943,11/20/2018,11/19/2018,Original,Continental,11/20/2018,11/27/2018,911.6168216,ROFAJJ,2777053943,,,Saudi Gulf Airline,,,,RIYADH,DUBAI,Z,,,,,,,
1442,Employee Name63,,2348023275,5/31/2018,5/25/2018,Original,Domestic,5/31/2018,5/31/2018,42.93475997,SJ33H3,2348023275,,,TURKISH AIRLINES,,,,ISTANBUL,IZMIR,L,,,,,,,
1443,Employee Name122,,2880373171,12/3/2018,11/28/2018,Refund,Continental,12/3/2018,12/4/2018,-76.33567814,OSLHFO,2880373171,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,VIENNA,Q,,,,,,,
1444,Employee Name25,,2678831736,9/1/2018,7/30/2018,Original,Intercontinental,9/1/2018,9/20/2018,7025.266928,BSPXZZ,2678831736,,,SINGAPORE AIRLINES,,,,HONG KONG,LOS ANGELES,C,,,,,,,
1445,Employee Name18,,2059548357,6/25/2018,4/23/2018,Original,Intercontinental,6/25/2018,6/26/2018,3825.147239,AAACSP,2059548357,,,VIRGIN ATLANTIC,,,,LOS ANGELES,LONDON,C,,,,,,,
1446,Employee Name97,,5335108322,3/11/2018,2/9/2018,Original,Intercontinental,3/11/2018,3/23/2018,4349.737638,RWPIAE,5335108322,,,VIRGIN AUSTRALIA,,,,SYDNEY,LOS ANGELES,D,,,,,,,
1447,Employee Name34,,1303977156,5/2/2018,4/20/2018,Original,Continental,5/2/2018,5/3/2018,381.1960986,TURYKD,1303977156,,,SWISS,,,,BUDAPEST,ZURICH,Q,,,,,,,
1448,Employee Name34,,1303977166,5/28/2018,5/11/2018,Original,Continental,5/28/2018,5/29/2018,561.1917626,BTJNOP,1303977166,,,SWISS,,,,BUDAPEST,ZURICH,U,,,,,,,
1449,Employee Name103,,5600281579,5/15/2018,3/12/2018,Original,Continental,5/15/2018,5/17/2018,213.1026572,YTGFJT,5600281579,,,KLM-ROYAL DUTCH AIRLINES,,,,AMSTERDAM,LONDON,T,,,,,,,
1450,Employee Name152,,4930539600,1/22/2018,1/8/2018,Original,Continental,1/22/2018,1/24/2018,406.7513389,TTVPDV,4930539600,,,SWISS,,,,COPENHAGEN,ZURICH,W,,,,,,,
1451,Employee Name76,,2883571453,12/17/2018,11/14/2018,Exchange,Intercontinental,12/17/2018,12/19/2018,68.40440763,NW2T5B,2883571453,,,TURKISH AIRLINES,,,,ISTANBUL,BEIRUT,L,,,,,,,
1452,Employee Name76,,5142017842,4/1/2018,2/16/2018,Original,Intercontinental,4/1/2018,4/7/2018,4254.675878,JIG8AK,5142017842,,,TURKISH AIRLINES,,,,ISTANBUL,LOS ANGELES,Z,,,,,,,
1453,Employee Name76,,5141761187,1/7/2018,1/6/2018,Exchange,Intercontinental,1/7/2018,1/13/2018,0.24396439,JGV73P,5141761187,,,TURKISH AIRLINES,,,,ISTANBUL,LOS ANGELES,C,,,,,,,
1454,Employee Name41,,5189310332,7/14/2018,5/21/2018,Original,Intercontinental,7/14/2018,7/26/2018,3378.131849,RELJZO,5189310332,,,KLM-ROYAL DUTCH AIRLINES,,,,JOHANNESBURG,AMSTERDAM,Z,,,,,,,
1455,Employee Name11,,7224685669,11/28/2018,11/15/2018,Original,Domestic,11/28/2018,11/30/2018,3214.4,YMORDH,7224685669,,,UNITED AIRLINES,,,,LOS ANGELES,WASHINGTON,J,,,,,,,
1456,Employee Name106,,2081338292,4/14/2018,4/10/2018,Refund,Intercontinental,4/14/2018,4/14/2018,-8323.777106,KFCRC4,2081338292,,,HAINAN AIRLINES,,,,SHANGHAI,BOSTON,C,,,,,,,
1457,Employee Name80,,5952010320,3/13/2018,2/26/2018,Exchange,Continental,3/13/2018,3/15/2018,111.3201116,ZKJUYX,5952010320,,,SWISS,,,,ZURICH,LONDON,T,,,,,,,
1458,Employee Name68,,7054231712,3/29/2018,3/6/2018,Original,Domestic,3/29/2018,3/29/2018,153.3,XFQXSG,7054231712,,,ALASKA AIRLINES,,,,BOSTON,SEATTLE,T,,,,,,,
1459,Employee Name68,,7041616077,2/12/2018,1/25/2018,Original,Domestic,2/12/2018,2/13/2018,288.6,EMKYPF,7041616077,,,ALASKA AIRLINES,,,,SEATTLE,DALLAS/FORT WORTH,G,,,,,,,
1460,Employee Name120,,2527259869,5/7/2018,5/4/2018,Original,Continental,5/7/2018,5/10/2018,1407.064299,CBBNWO,2527259869,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,TAIPEI,J,,,,,,,
1461,Employee Name120,,2678843225,9/26/2018,9/21/2018,Original,Continental,9/26/2018,9/29/2018,1985.741833,ZZRTFB,2678843225,,,CATHAY PACIFIC AIRWAYS,,,,HONG KONG,SINGAPORE,I,,,,,,,
1462,Employee Name104,,2782434347,8/16/2018,7/26/2018,Original,Intercontinental,8/16/2018,9/2/2018,3376.201866,RKWCVF,2782434347,,,EGYPTAIR,,,,DUBAI,TORONTO,J,,,,,,,
1463,Employee Name130,,5191029114,7/6/2018,7/2/2018,Original,Domestic,7/6/2018,7/6/2018,843.1725262,AVXFZZ,5191029114,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,FRANKFURT,Y,,,,,,,
1464,Employee Name112,,2722856934,6/22/2018,6/14/2018,Original,Domestic,6/22/2018,6/22/2018,273.8292212,KX1933,2722856934,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,WUHAN,Y,,,,,,,
1465,Employee Name99,,2160495324,6/5/2018,4/16/2018,Exchange,Domestic,6/5/2018,6/6/2018,5.87564019,WGNRME,2160495324,,,TAM LINHAS AEREAS,,,,SAO PAULO,BELO HORIZONTE,O,,,,,,,
1466,Employee Name106,,3112463105,12/4/2018,11/20/2018,Original,Domestic,12/4/2018,12/4/2018,217.6401634,HTKKR8,3112463105,,,CHINA EASTERN AIRLINES,,,,GUANGZHOU,SHANGHAI,Y,,,,,,,
1467,Employee Name12,,5952010203,2/23/2018,2/8/2018,Original,Continental,2/23/2018,2/28/2018,906.6166779,GEREUI,5952010203,,,SWISS,,,,ZURICH,LONDON,V,,,,,,,
1468,Employee Name102,,5697403902,5/22/2018,4/23/2018,Original,Continental,5/22/2018,5/25/2018,366.8274046,HRFNIL,5697403902,,,LUFTHANSA GERMAN AIRLINES,,,,VIENNA,ATHENS,W,,,,,,,
1469,Employee Name18,,7237672774,2/5/2019,1/8/2019,Original,Intercontinental,2/5/2019,2/6/2019,381.1,YAQSLT,7237672774,,,SWISS,,,,LONDON,ZURICH,Q,,,,,,,
1470,Employee Name125,,5622259053,3/4/2018,2/26/2018,Exchange,Intercontinental,3/4/2018,3/7/2018,0,MPLDPV,5622259053,,,TURKISH AIRLINES,,,,ALGIERS,ISTANBUL,M,,,,,,,
1471,Employee Name125,,2526855050,4/17/2018,6/13/2018,Refund,Intercontinental,4/17/2018,4/19/2018,-517.2808189,ODGYAB,2526855050,,,ROYAL AIR MAROC,,,,ALGIERS,CASABLANCA,B,,,,,,,
1472,Employee Name25,,5103145121,3/23/2018,3/23/2018,Exchange,Continental,3/23/2018,3/23/2018,0,ZWUALQ,5103145121,,,CATHAY PACIFIC AIRWAYS,,,,BANGKOK,HONG KONG,V,,,,,,,
1473,Employee Name124,,00000FPGDKA0000,1/31/2018,1/23/2018,Original,Domestic,1/31/2018,2/2/2018,146.0769191,MUWA83,00000FPGDKA0000,,,THAI AIR ASIA,,,,BANGKOK,CHIANG RAI,Y,,,,,,,
1474,Employee Name124,,2586952974,11/28/2018,8/15/2018,Original,Intercontinental,11/28/2018,12/2/2018,2923.455429,KBMDOL,2586952974,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,SYDNEY,J,,,,,,,
1475,Employee Name25,,2527259784,5/7/2018,4/24/2018,Original,Continental,5/7/2018,5/10/2018,182.0809734,KEJOIP,2527259784,,,EVA AIRWAYS,,,,HONG KONG,TAIPEI,W,,,,,,,
1476,Employee Name97,,5374195418,5/4/2018,5/8/2018,Refund,Domestic,5/4/2018,5/5/2018,-42.96749626,LFYKPM,5374195418,,,VIRGIN AUSTRALIA,,,,SYDNEY,MELBOURNE,L,,,,,,,
1477,Employee Name34,,1303977125,2/26/2018,2/1/2018,Original,Continental,2/26/2018,2/28/2018,279.0277245,RALGYR,1303977125,,,SWISS,,,,BUDAPEST,ZURICH,S,,,,,,,
1478,Employee Name104,,2775783490,11/4/2018,10/4/2018,Original,Intercontinental,11/4/2018,11/4/2018,1093.264428,L6WWMY,2775783490,,,AMERICAN AIRLINES,,,,TORONTO,LOS ANGELES,J,,,,,,,
1479,Employee Name106,,2081338292,4/14/2018,3/30/2018,Original,Intercontinental,4/14/2018,4/14/2018,8292.989844,KFCRC4,2081338292,,,HAINAN AIRLINES,,,,SHANGHAI,BOSTON,C,,,,,,,
1480,Employee Name95,,2057606276,5/11/2018,4/12/2018,Original,Intercontinental,5/11/2018,5/21/2018,4974.316047,AWWFRF,2057606276,,,LUFTHANSA GERMAN AIRLINES,,,,TORONTO,MILAN,Z,,,,,,,
1481,Employee Name33,,2628696565,5/15/2018,4/20/2018,Original,Continental,5/15/2018,5/17/2018,307.5654769,TXEKGD,2628696565,,,BRITISH AIRWAYS,,,,BARCELONA,LONDON,N,,,,,,,
1482,Employee Name39,,7218889062,10/25/2018,10/27/2018,Exchange,Intercontinental,10/25/2018,10/26/2018,273.2,RWUWWW,7218889062,,,AMERICAN AIRLINES,,,,BUENOS AIRES,LOS ANGELES,D,,,,,,,
1483,Employee Name76,,2883961131,2/4/2019,1/24/2019,Original,Intercontinental,2/4/2019,2/7/2019,1975.486811,N2UDPG,2883961131,,,EMIRATES,,,,ISTANBUL,DUBAI,O,,,,,,,
1484,Employee Name68,,7179080425,10/8/2018,9/6/2018,Original,Continental,10/8/2018,10/8/2018,440.09,HXFIUU,7179080425,,,AIR CANADA,,,,TORONTO,QUEBEC,P,,,,,,,
1485,Employee Name150,,3182085351,12/6/2018,12/5/2018,Original,Domestic,12/6/2018,12/6/2018,195.4929972,,3182085351,,,TAP AIR PORTUGAL,,,,LISBON,PORTO,L,,,,,,,
1486,Employee Name68,,7141764796,5/16/2018,5/1/2018,Original,Continental,5/16/2018,5/16/2018,162.84,TXYEFH,7141764796,,,ALASKA AIRLINES,,,,VANCOUVER,SEATTLE,L,,,,,,,
1487,Employee Name11,,7142544516,5/13/2018,5/5/2018,Exchange,Intercontinental,5/13/2018,5/18/2018,-980.2,RCUNPA,7142544516,,,UNITED AIRLINES,,,,LOS ANGELES,SINGAPORE,J,,,,,,,
1488,Employee Name143,,5697403778,1/23/2018,1/12/2018,Original,Continental,1/23/2018,1/26/2018,233.9799809,BZSYGJ,5697403778,,,TAROM ROMANIAN,,,,VIENNA,BUCHAREST,S,,,,,,,
1489,Employee Name99,,2388124269,8/25/2018,7/30/2018,Exchange,Intercontinental,8/25/2018,8/31/2018,291.6826279,KEOCNB,2388124269,,,TAM LINHAS AEREAS,,,,SAO PAULO,MIAMI,I,,,,,,,
1490,Employee Name130,,5745949296,5/2/2018,4/25/2018,Refund,Domestic,5/2/2018,5/3/2018,-95.23887677,EPAKMS,5745949296,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,T,,,,,,,
1491,Employee Name76,,2366217549,12/10/2018,11/27/2018,Original,Continental,12/10/2018,12/11/2018,139.3873015,UWLN4P,2366217549,,,TURKISH AIRLINES,,,,ISTANBUL,ERCAN,L,,,,,,,
1492,Employee Name132,,22M4RW,8/31/2018,8/2/2018,Original,Continental,8/31/2018,9/5/2018,230.7231151,WRVXMF,22M4RW,,,AER LINGUS,,,,DUBLIN,BRUSSELS,*,,,,,,,
1493,Employee Name99,,2160495266,4/17/2018,3/13/2018,Original,Domestic,4/17/2018,4/18/2018,82.42236205,WGNRME,2160495266,,,TAM LINHAS AEREAS,,,,SAO PAULO,BELO HORIZONTE,O,,,,,,,
1494,Employee Name8,,2527238875,9/28/2018,9/7/2018,Original,Continental,9/28/2018,9/30/2018,502.9549144,LQGWHN,2527238875,,,AIR FRANCE,,,,ZURICH,PARIS,U,,,,,,,
1495,Employee Name3,,5637564153,6/4/2018,5/15/2018,Original,Continental,6/4/2018,6/5/2018,161.6965781,OWQHAG,5637564153,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,HELSINKI,T,,,,,,,
1496,Employee Name18,,7137129005,4/26/2018,4/17/2018,Exchange,Intercontinental,4/26/2018,4/26/2018,200,UYOKAH,7137129005,,,VIRGIN ATLANTIC,,,,LONDON,LOS ANGELES,I,,,,,,,
1497,Employee Name113,,4974051354,5/16/2018,4/29/2018,Original,Continental,5/16/2018,5/17/2018,557.5874747,OBOASY,4974051354,,,FINNAIR,,,,HELSINKI,LONDON,L,,,,,,,
1498,Employee Name131,,5745949527,5/14/2018,5/8/2018,Refund,Intercontinental,5/14/2018,5/18/2018,-5779.258835,EKVEFR,5745949527,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,LOS ANGELES,A,,,,,,,
1499,Employee Name152,,4930539626,6/13/2018,2/21/2018,Original,Domestic,6/13/2018,6/15/2018,315.8532936,PEBONC,4930539626,,,FLEXFLIGHT APS,,,,COPENHAGEN,BORNHOLM,M,,,,,,,
1500,Employee Name124,,5150161369,1/28/2018,1/8/2018,Original,Continental,1/28/2018,1/30/2018,397.94989,K3A44P,5150161369,,,THAI AIRWAYS INTERNATIONAL,,,,BANGKOK,HONG KONG,Q,,,,,,,
1501,Employee Name8,,7140513085,5/27/2018,4/27/2018,Original,Intercontinental,5/27/2018,5/27/2018,541.1,XNWLOR,7140513085,,,AIR FRANCE,,,,PARIS,ZURICH,I,,,,,,,
1502,Employee Name106,,2081709435,5/15/2018,4/9/2018,Original,Intercontinental,5/15/2018,5/18/2018,5448.899542,KPDE5W,2081709435,,,CHINA EASTERN AIRLINES,,,,SHANGHAI,LONDON,Q,,,,,,,
1503,Employee Name33,,5357315313,4/23/2018,3/1/2018,Original,Intercontinental,4/23/2018,4/29/2018,1081.837512,UXOWVT,5357315313,,,SINGAPORE AIRLINES,,,,BARCELONA,SINGAPORE,V,,,,,,,
1504,Employee Name88,,S2FY4G,12/12/2018,12/11/2018,Original,Continental,12/12/2018,12/13/2018,39.81527439,FKUCTB,S2FY4G,,,RYANAIR,,,,DUBLIN,LONDON,*,,,,,,,
1505,Employee Name106,,2899191076,9/18/2018,9/18/2018,Original,Domestic,9/18/2018,9/18/2018,195.4978731,JTESLN,2899191076,,,AIR CHINA,,,,BEIJING,SHANGHAI,Y,,,,,,,
1506,Employee Name58,,5357557823,6/12/2018,4/26/2018,Refund,Continental,6/12/2018,6/12/2018,-138.5069578,VHJTVN,5357557823,,,SAS SCANDINAVIAN AIRLINES,,,,PARIS,STOCKHOLM,L,,,,,,,
1507,Employee Name150,,1337692444,2/18/2018,2/16/2018,Original,Continental,2/18/2018,2/19/2018,538.3335163,,1337692444,,,TAP AIR PORTUGAL,,,,LISBON,BARCELONA,Q,,,,,,,
1508,Employee Name104,,2782434346,8/10/2018,7/26/2018,Original,Continental,8/10/2018,9/3/2018,1018.833307,RKWCVF,2782434346,,,SAUDI ARABIAN AIRLINES,,,,RIYADH,DUBAI,I,,,,,,,
1509,Employee Name9,,5399379925,8/2/2018,6/12/2018,Original,Intercontinental,8/2/2018,8/6/2018,1496.024382,WIBMGJ,5399379925,,,SAS SCANDINAVIAN AIRLINES,,,,VILNIUS,WASHINGTON,A,,,,,,,
1510,Employee Name68,,7178285058,11/29/2018,9/4/2018,Original,Intercontinental,11/29/2018,12/17/2018,4041.41,RKLHSX,7178285058,,,EMIRATES,,,,SAN FRANCISCO,BANGALORE,O,,,,,,,
1511,Employee Name68,,7241424054,2/4/2019,1/18/2019,Original,Domestic,2/4/2019,2/7/2019,240.59,WXASCP,7241424054,,,AMERICAN AIRLINES,,,,SEATTLE,LOS ANGELES,N,,,,,,,
1512,Employee Name9,,JGESQH,6/12/2018,6/1/2018,Original,Continental,6/12/2018,6/12/2018,106.8230227,JGESQH,JGESQH,,,WIZZ AIR,,,,VILNIUS,LONDON,M,,,,,,,
1513,Employee Name120,,5103145160,7/1/2018,3/29/2018,Original,Intercontinental,7/1/2018,7/1/2018,492.805744,PQQAUV,5103145160,,,AIR FRANCE,,,,PARIS,PRAGUE,I,,,,,,,
1514,Employee Name130,,5745949047,2/21/2018,1/17/2018,Exchange,Domestic,2/21/2018,2/23/2018,18.28825863,OOGYWL,5745949047,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,T,,,,,,,
1515,Employee Name132,,5107086089,7/25/2018,3/21/2018,Original,Continental,7/25/2018,7/30/2018,326.8174112,YJOOVF,5107086089,,,SWISS,,,,DUBLIN,ZURICH,W,,,,,,,
1516,Employee Name99,,5679068250,11/3/2018,9/28/2018,Original,Intercontinental,11/3/2018,11/8/2018,7062.431803,UVVSIY,5679068250,,,AMERICAN AIRLINES,,,,SAO PAULO,LOS ANGELES,D,,,,,,,
1517,Employee Name99,,5679068290,1/13/2019,1/7/2019,Exchange,Intercontinental,1/13/2019,1/19/2019,2779.813875,ZZCYIF,5679068290,,,AMERICAN AIRLINES,,,,SAO PAULO,LOS ANGELES,D,,,,,,,
1518,Employee Name130,,5191028924,6/20/2018,5/25/2018,Original,Continental,6/20/2018,6/20/2018,475.4723959,XKNRKD,5191028924,,,LUFTHANSA GERMAN AIRLINES,,,,WARSAW,DRESDEN,V,,,,,,,
1519,Employee Name130,,5745949417,4/11/2018,3/19/2018,Original,Continental,4/11/2018,4/13/2018,672.4002843,DCNTOU,5745949417,,,SWISS,,,,MUNICH,ZURICH,V,,,,,,,
1520,Employee Name153,,5952010273,3/13/2018,2/19/2018,Original,Continental,3/13/2018,3/15/2018,245.1183226,MNUCNI,5952010273,,,SWISS,,,,ZURICH,LONDON,T,,,,,,,
1521,Employee Name130,,5745949510,6/13/2018,3/28/2018,Original,Domestic,6/13/2018,6/13/2018,287.7453028,EELYQT,5745949510,,,LUFTHANSA GERMAN AIRLINES,,,,MUNICH,BERLIN,W,,,,,,,
1522,Employee Name132,,2PJ6FB,3/23/2018,2/8/2018,Original,Continental,3/23/2018,3/23/2018,67.93553311,BLYFLV,2PJ6FB,,,AER LINGUS,,,,AMSTERDAM,DUBLIN,*,,,,,,,
1523,Employee Name151,,9785226689,11/26/2018,10/26/2018,Original,Continental,11/26/2018,11/29/2018,478.3672666,ZHPMKS,9785226689,,,SWISS,,,,PRAGUE,ZURICH,U,,,,,,,
1524,Employee Name153,,2671411144,11/6/2018,10/4/2018,Original,Continental,11/6/2018,11/7/2018,595.96523,HDEUYQ,2671411144,,,SWISS,,,,ZURICH,BUDAPEST,H,,,,,,,
1525,Employee Name131,,5745948919,4/25/2018,3/20/2018,Refund,Intercontinental,4/25/2018,4/25/2018,-442.4802223,UKWDTP,5745948919,,,CATHAY PACIFIC AIRWAYS,,,,SHANGHAI,HONG KONG,Y,,,,,,,
1526,Employee Name131,,5745949497,4/26/2018,3/27/2018,Original,Intercontinental,4/26/2018,4/26/2018,446.1174176,VMVKEW,5745949497,,,CATHAY PACIFIC AIRWAYS,,,,SHANGHAI,HONG KONG,Y,,,,,,,
1527,Employee Name8,,2858203643,2/8/2019,1/28/2019,Original,Continental,2/8/2019,2/10/2019,337.1757764,WUZKJF,2858203643,,,SWISS,,,,ZURICH,PARIS,Q,,,,,,,
1528,Employee Name113,,4974051290,2/6/2018,1/29/2018,Original,Continental,2/6/2018,2/7/2018,445.270329,RSUTAN,4974051290,,,FINNAIR,,,,HELSINKI,STOCKHOLM,T,,,,,,,
1529,Employee Name3,,5637564332,9/25/2018,9/11/2018,Original,Continental,9/25/2018,9/27/2018,178.941947,NPIHBQ,5637564332,,,SAS SCANDINAVIAN AIRLINES,,,,STOCKHOLM,HELSINKI,L,,,,,,,
